,Trap,Latitude,Longitude,Date,Species,WnvPresent,NumMosquitos,Tmax,Tmin,rain,Spray
4514,T095,41.704336,-87.703736,2007-08-07,CULEX PIPIENS/RESTUANS,0,1,88.5625,70.0625,4.13,
4515,T095,41.704336,-87.703736,2007-08-15,CULEX PIPIENS,0,2,84.8125,69.5,3.1,
4516,T095,41.704336,-87.703736,2007-08-15,CULEX PIPIENS/RESTUANS,0,4,84.8125,69.5,3.1,
4517,T095,41.704336,-87.703736,2007-08-15,CULEX RESTUANS,0,2,84.8125,69.5,3.1,
4518,T095,41.704336,-87.703736,2007-08-22,CULEX PIPIENS,0,4,78.375,66.0,6.885,
4519,T095,41.704336,-87.703736,2007-08-22,CULEX PIPIENS/RESTUANS,0,1,78.375,66.0,6.885,
4520,T095,41.704336,-87.703736,2007-08-24,CULEX PIPIENS/RESTUANS,1,6,79.75,66.125,10.575,
4521,T095,41.704336,-87.703736,2007-09-12,CULEX PIPIENS,0,1,78.25,61.625,1.745,
4522,T095,41.704336,-87.703736,2007-09-19,CULEX PIPIENS,0,1,74.625,51.875,0.0,
4523,T095,41.704336,-87.703736,2007-09-24,CULEX PIPIENS,0,5,83.1875,61.0625,0.0,
4524,T095,41.704336,-87.703736,2007-09-24,CULEX PIPIENS/RESTUANS,0,6,83.1875,61.0625,0.0,
4525,T095,41.704336,-87.703736,2007-10-04,CULEX PIPIENS,0,1,77.0,55.0625,0.955,
4526,T095,41.704336,-87.703736,2009-06-02,CULEX PIPIENS/RESTUANS,0,4,72.3125,52.125,4.6,
4527,T095,41.704336,-87.703736,2009-06-02,CULEX RESTUANS,0,2,72.3125,52.125,4.6,
4528,T095,41.704336,-87.703736,2009-06-05,CULEX PIPIENS,0,1,71.875,48.3125,1.465,
4529,T095,41.704336,-87.703736,2009-06-12,CULEX PIPIENS/RESTUANS,0,1,70.9375,52.3125,2.04,
4530,T095,41.704336,-87.703736,2009-06-12,CULEX RESTUANS,0,4,70.9375,52.3125,2.04,
4531,T095,41.704336,-87.703736,2009-06-19,CULEX RESTUANS,0,8,76.0,57.875,8.02,
4532,T095,41.704336,-87.703736,2009-06-26,CULEX PIPIENS/RESTUANS,0,3,89.3125,70.8125,5.83,
4533,T095,41.704336,-87.703736,2009-07-06,CULEX PIPIENS/RESTUANS,0,8,74.6875,60.5625,0.425,
4534,T095,41.704336,-87.703736,2009-07-06,CULEX RESTUANS,0,14,74.6875,60.5625,0.425,
4535,T095,41.704336,-87.703736,2009-07-10,CULEX PIPIENS/RESTUANS,0,21,77.5625,61.6875,0.835,
4536,T095,41.704336,-87.703736,2009-07-10,CULEX RESTUANS,0,3,77.5625,61.6875,0.835,
4537,T095,41.704336,-87.703736,2009-07-17,CULEX PIPIENS/RESTUANS,0,47,80.6875,62.3125,2.75,
4538,T095,41.704336,-87.703736,2009-07-17,CULEX RESTUANS,0,2,80.6875,62.3125,2.75,
4539,T095,41.704336,-87.703736,2009-07-27,CULEX PIPIENS,0,11,80.75,62.625,0.535,
4540,T095,41.704336,-87.703736,2009-07-27,CULEX PIPIENS/RESTUANS,1,12,80.75,62.625,0.535,
4541,T095,41.704336,-87.703736,2009-07-27,CULEX RESTUANS,1,8,80.75,62.625,0.535,
4542,T095,41.704336,-87.703736,2009-07-31,CULEX PIPIENS/RESTUANS,0,1,82.0,63.625,0.42,
4543,T095,41.704336,-87.703736,2009-08-07,CULEX PIPIENS,0,2,80.0,63.125,0.705,
4544,T095,41.704336,-87.703736,2009-08-07,CULEX PIPIENS/RESTUANS,0,2,80.0,63.125,0.705,
4545,T095,41.704336,-87.703736,2009-08-07,CULEX RESTUANS,0,6,80.0,63.125,0.705,
4546,T095,41.704336,-87.703736,2009-08-13,CULEX PIPIENS/RESTUANS,0,4,83.9375,66.125,0.86,
4547,T095,41.704336,-87.703736,2009-08-27,CULEX PIPIENS/RESTUANS,0,2,74.375,59.6875,4.01,
4548,T095,41.704336,-87.703736,2009-09-14,CULEX PIPIENS,0,1,79.25,61.375,0.01,
4549,T095,41.704336,-87.703736,2009-09-14,CULEX PIPIENS/RESTUANS,0,1,79.25,61.375,0.01,
4550,T095,41.704336,-87.703736,2009-09-17,CULEX PIPIENS/RESTUANS,0,6,78.375,59.8125,0.01,
4551,T095,41.704336,-87.703736,2009-09-25,CULEX PIPIENS,0,1,73.625,58.75,1.42,
4552,T095,41.704336,-87.703736,2009-09-25,CULEX PIPIENS/RESTUANS,0,2,73.625,58.75,1.42,
4553,T095,41.704336,-87.703736,2009-10-01,CULEX PIPIENS,0,1,65.6875,52.375,2.245,
4554,T095,41.704336,-87.703736,2009-10-01,CULEX PIPIENS/RESTUANS,0,1,65.6875,52.375,2.245,
4555,T095,41.704336,-87.703736,2011-06-10,CULEX RESTUANS,0,2,85.9375,61.0625,5.805,
4556,T095,41.704336,-87.703736,2011-06-17,CULEX RESTUANS,0,4,72.5625,55.625,2.8,
4557,T095,41.704336,-87.703736,2011-06-24,CULEX PIPIENS/RESTUANS,0,1,78.6875,63.75,2.04,
4558,T095,41.704336,-87.703736,2011-06-24,CULEX RESTUANS,0,1,78.6875,63.75,2.04,
4559,T095,41.704336,-87.703736,2011-06-30,CULEX PIPIENS/RESTUANS,0,33,78.625,62.0625,0.27,
4560,T095,41.704336,-87.703736,2011-06-30,CULEX RESTUANS,0,68,78.625,62.0625,0.27,
4561,T095,41.704336,-87.703736,2011-07-11,CULEX RESTUANS,0,1,88.0625,67.625,0.61,
4562,T095,41.704336,-87.703736,2011-07-25,CULEX PIPIENS,0,4,92.6875,74.75,8.855,
4563,T095,41.704336,-87.703736,2011-07-25,CULEX PIPIENS/RESTUANS,0,41,92.6875,74.75,8.855,
4564,T095,41.704336,-87.703736,2011-07-25,CULEX RESTUANS,0,38,92.6875,74.75,8.855,
4565,T095,41.704336,-87.703736,2011-07-29,CULEX PIPIENS/RESTUANS,0,2,88.1875,71.625,11.29,
4566,T095,41.704336,-87.703736,2011-08-05,CULEX PIPIENS,0,1,88.0625,71.3125,1.78,
4567,T095,41.704336,-87.703736,2011-08-05,CULEX PIPIENS/RESTUANS,0,7,88.0625,71.3125,1.78,
4568,T095,41.704336,-87.703736,2011-08-05,CULEX RESTUANS,0,2,88.0625,71.3125,1.78,
4569,T095,41.704336,-87.703736,2011-08-12,CULEX PIPIENS/RESTUANS,1,4,82.0,65.875,3.05,
4570,T095,41.704336,-87.703736,2011-08-26,CULEX PIPIENS/RESTUANS,0,1,82.25,64.4375,2.565,
4571,T095,41.704336,-87.703736,2011-09-02,CULEX PIPIENS/RESTUANS,0,3,84.0,65.5,0.12,51.3173119866
4572,T095,41.704336,-87.703736,2011-09-12,CULEX PIPIENS,0,1,74.3125,57.8125,0.21,18.7549700776
4573,T095,41.704336,-87.703736,2011-09-12,CULEX PIPIENS/RESTUANS,0,3,74.3125,57.8125,0.21,18.7549700776
4574,T095,41.704336,-87.703736,2011-09-12,CULEX RESTUANS,0,14,74.3125,57.8125,0.21,18.7549700776
4575,T095,41.704336,-87.703736,2013-06-07,CULEX RESTUANS,0,1,70.4375,53.3125,1.78,
4576,T095,41.704336,-87.703736,2013-06-14,CULEX RESTUANS,0,2,77.3125,57.25,2.38,
4577,T095,41.704336,-87.703736,2013-06-21,CULEX PIPIENS/RESTUANS,0,5,80.625,60.625,1.33,
4578,T095,41.704336,-87.703736,2013-06-21,CULEX RESTUANS,0,18,80.625,60.625,1.33,
4579,T095,41.704336,-87.703736,2013-06-28,CULEX PIPIENS/RESTUANS,0,8,85.0625,67.5625,5.485,
4580,T095,41.704336,-87.703736,2013-07-08,CULEX RESTUANS,0,3,80.375,63.75,1.44,
4581,T095,41.704336,-87.703736,2013-07-12,CULEX PIPIENS/RESTUANS,0,7,84.75,66.5625,1.355,
4582,T095,41.704336,-87.703736,2013-07-19,CULEX PIPIENS/RESTUANS,0,10,90.375,71.4375,0.71,18.7549700776
4583,T095,41.704336,-87.703736,2013-07-19,CULEX RESTUANS,0,2,90.375,71.4375,0.71,18.7549700776
4584,T095,41.704336,-87.703736,2013-07-25,CULEX PIPIENS/RESTUANS,0,4,86.25,68.3125,0.71,18.7549700776
4585,T095,41.704336,-87.703736,2013-07-25,CULEX RESTUANS,0,1,86.25,68.3125,0.71,18.7549700776
4586,T095,41.704336,-87.703736,2013-08-01,CULEX PIPIENS,0,3,74.5,59.0,1.135,18.7549700776
4587,T095,41.704336,-87.703736,2013-08-01,CULEX RESTUANS,0,3,74.5,59.0,1.135,18.7549700776
4588,T095,41.704336,-87.703736,2013-08-08,CULEX PIPIENS/RESTUANS,0,3,81.125,64.125,1.195,18.7549700776
4589,T095,41.704336,-87.703736,2013-08-08,CULEX RESTUANS,0,3,81.125,64.125,1.195,18.7549700776
4590,T095,41.704336,-87.703736,2013-08-15,CULEX PIPIENS/RESTUANS,0,5,78.125,62.0,0.95,2.36810887939
4591,T095,41.704336,-87.703736,2013-08-22,CULEX PIPIENS,0,7,82.4375,61.875,0.65,2.36810887939
4592,T095,41.704336,-87.703736,2013-08-22,CULEX PIPIENS/RESTUANS,0,8,82.4375,61.875,0.65,2.36810887939
4593,T095,41.704336,-87.703736,2013-08-22,CULEX RESTUANS,0,3,82.4375,61.875,0.65,2.36810887939
4594,T095,41.704336,-87.703736,2013-08-29,CULEX PIPIENS/RESTUANS,1,28,86.6875,68.0625,0.59,2.36810887939
4595,T095,41.704336,-87.703736,2013-09-06,CULEX PIPIENS,0,6,82.0,63.0,2.025,18.7549700776
4596,T095,41.704336,-87.703736,2013-09-12,CULEX PIPIENS,0,10,86.0,67.8125,0.09,18.7549700776
4597,T095,41.704336,-87.703736,2013-09-19,CULEX RESTUANS,0,3,72.9375,57.0,2.875,
4598,T095,41.704336,-87.703736,2013-09-26,CULEX PIPIENS,0,2,73.4375,54.125,0.87,
4599,T095,41.704336,-87.703736,2013-09-26,CULEX PIPIENS/RESTUANS,0,1,73.4375,54.125,0.87,
4600,T096,41.731922,-87.677512,2007-05-29,CULEX PIPIENS,0,1,80.0,57.9375,1.535,
4601,T096,41.731922,-87.677512,2007-05-29,CULEX RESTUANS,0,5,80.0,57.9375,1.535,
4602,T096,41.731922,-87.677512,2007-06-05,CULEX PIPIENS,0,1,79.25,62.125,2.705,
4603,T096,41.731922,-87.677512,2007-06-05,CULEX PIPIENS/RESTUANS,0,1,79.25,62.125,2.705,
4604,T096,41.731922,-87.677512,2007-06-05,CULEX RESTUANS,0,1,79.25,62.125,2.705,
4605,T096,41.731922,-87.677512,2007-06-26,CULEX RESTUANS,0,5,80.1875,64.3125,2.09,
4606,T096,41.731922,-87.677512,2007-06-29,CULEX RESTUANS,0,1,79.0,63.875,1.065,
4607,T096,41.731922,-87.677512,2007-07-02,CULEX PIPIENS,0,3,80.5625,61.625,0.665,
4608,T096,41.731922,-87.677512,2007-07-02,CULEX PIPIENS/RESTUANS,0,3,80.5625,61.625,0.665,
4609,T096,41.731922,-87.677512,2007-07-02,CULEX RESTUANS,0,4,80.5625,61.625,0.665,
4610,T096,41.731922,-87.677512,2007-07-11,CULEX PIPIENS,0,2,87.5625,68.5625,1.87,
4611,T096,41.731922,-87.677512,2007-07-11,CULEX PIPIENS/RESTUANS,0,22,87.5625,68.5625,1.87,
4612,T096,41.731922,-87.677512,2007-07-11,CULEX RESTUANS,0,21,87.5625,68.5625,1.87,
4613,T096,41.731922,-87.677512,2007-08-01,CULEX PIPIENS,0,2,85.5625,67.4375,1.295,
4614,T096,41.731922,-87.677512,2007-08-01,CULEX PIPIENS,1,15,85.5625,67.4375,1.295,
4615,T096,41.731922,-87.677512,2007-08-01,CULEX PIPIENS/RESTUANS,0,20,85.5625,67.4375,1.295,
4616,T096,41.731922,-87.677512,2007-08-01,CULEX RESTUANS,0,3,85.5625,67.4375,1.295,
4617,T096,41.731922,-87.677512,2007-08-01,CULEX SALINARIUS,0,1,85.5625,67.4375,1.295,
4618,T096,41.731922,-87.677512,2007-08-02,CULEX PIPIENS,0,8,86.4375,67.5625,1.29,
4619,T096,41.731922,-87.677512,2007-08-02,CULEX PIPIENS/RESTUANS,0,11,86.4375,67.5625,1.29,
4620,T096,41.731922,-87.677512,2007-08-02,CULEX PIPIENS/RESTUANS,1,9,86.4375,67.5625,1.29,
4621,T096,41.731922,-87.677512,2007-08-02,CULEX RESTUANS,0,18,86.4375,67.5625,1.29,
4622,T096,41.731922,-87.677512,2007-08-02,CULEX SALINARIUS,0,3,86.4375,67.5625,1.29,
4623,T096,41.731922,-87.677512,2007-08-07,CULEX PIPIENS,0,31,88.5625,70.0625,4.13,
4624,T096,41.731922,-87.677512,2007-08-07,CULEX PIPIENS/RESTUANS,0,2,88.5625,70.0625,4.13,
4625,T096,41.731922,-87.677512,2007-08-07,CULEX RESTUANS,0,9,88.5625,70.0625,4.13,
4626,T096,41.731922,-87.677512,2007-08-07,CULEX SALINARIUS,0,1,88.5625,70.0625,4.13,
4627,T096,41.731922,-87.677512,2007-08-15,CULEX PIPIENS,0,17,84.8125,69.5,3.1,
4628,T096,41.731922,-87.677512,2007-08-15,CULEX PIPIENS/RESTUANS,0,12,84.8125,69.5,3.1,
4629,T096,41.731922,-87.677512,2007-08-15,CULEX RESTUANS,0,3,84.8125,69.5,3.1,
4630,T096,41.731922,-87.677512,2007-08-22,CULEX PIPIENS,1,85,78.375,66.0,6.885,
4631,T096,41.731922,-87.677512,2007-08-22,CULEX PIPIENS/RESTUANS,1,43,78.375,66.0,6.885,
4632,T096,41.731922,-87.677512,2007-08-24,CULEX PIPIENS,0,4,79.75,66.125,10.575,
4633,T096,41.731922,-87.677512,2007-08-24,CULEX PIPIENS/RESTUANS,0,21,79.75,66.125,10.575,
4634,T096,41.731922,-87.677512,2007-08-24,CULEX RESTUANS,0,5,79.75,66.125,10.575,
4635,T096,41.731922,-87.677512,2007-08-24,CULEX TERRITANS,0,1,79.75,66.125,10.575,
4636,T096,41.731922,-87.677512,2007-09-05,CULEX PIPIENS,0,38,83.6875,62.875,0.015,
4637,T096,41.731922,-87.677512,2007-09-05,CULEX PIPIENS/RESTUANS,1,13,83.6875,62.875,0.015,
4638,T096,41.731922,-87.677512,2007-09-12,CULEX PIPIENS,0,3,78.25,61.625,1.745,
4639,T096,41.731922,-87.677512,2007-09-12,CULEX PIPIENS/RESTUANS,0,4,78.25,61.625,1.745,
4640,T096,41.731922,-87.677512,2007-09-19,CULEX PIPIENS,0,25,74.625,51.875,0.0,
4641,T096,41.731922,-87.677512,2007-09-19,CULEX PIPIENS/RESTUANS,0,20,74.625,51.875,0.0,
4642,T096,41.731922,-87.677512,2007-09-24,CULEX PIPIENS,0,51,83.1875,61.0625,0.0,
4643,T096,41.731922,-87.677512,2007-09-24,CULEX PIPIENS/RESTUANS,0,17,83.1875,61.0625,0.0,
4644,T096,41.731922,-87.677512,2007-10-04,CULEX PIPIENS,0,5,77.0,55.0625,0.955,
4645,T096,41.731922,-87.677512,2007-10-04,CULEX PIPIENS/RESTUANS,0,8,77.0,55.0625,0.955,
4646,T097,41.644612,-87.604498,2007-08-01,CULEX PIPIENS/RESTUANS,0,11,85.5625,67.4375,1.295,
4647,T097,41.644612,-87.604498,2007-08-02,CULEX PIPIENS,0,6,86.4375,67.5625,1.29,
4648,T097,41.644612,-87.604498,2007-08-02,CULEX PIPIENS/RESTUANS,0,21,86.4375,67.5625,1.29,
4649,T097,41.644612,-87.604498,2007-08-07,CULEX PIPIENS,0,26,88.5625,70.0625,4.13,
4650,T097,41.644612,-87.604498,2007-08-07,CULEX PIPIENS/RESTUANS,0,18,88.5625,70.0625,4.13,
4651,T097,41.644612,-87.604498,2007-08-15,CULEX PIPIENS,0,15,84.8125,69.5,3.1,
4652,T097,41.644612,-87.604498,2007-08-15,CULEX PIPIENS/RESTUANS,0,10,84.8125,69.5,3.1,
4653,T097,41.644612,-87.604498,2007-08-22,CULEX PIPIENS,0,2,78.375,66.0,6.885,
4654,T097,41.644612,-87.604498,2007-08-22,CULEX PIPIENS/RESTUANS,1,10,78.375,66.0,6.885,
4655,T097,41.644612,-87.604498,2007-08-24,CULEX PIPIENS,0,2,79.75,66.125,10.575,
4656,T097,41.644612,-87.604498,2007-08-24,CULEX PIPIENS/RESTUANS,0,2,79.75,66.125,10.575,
4657,T097,41.644612,-87.604498,2007-09-05,CULEX PIPIENS/RESTUANS,0,2,83.6875,62.875,0.015,
4658,T097,41.644612,-87.604498,2007-09-12,CULEX PIPIENS/RESTUANS,0,1,78.25,61.625,1.745,
4659,T097,41.644612,-87.604498,2007-10-04,CULEX PIPIENS,0,2,77.0,55.0625,0.955,
4660,T097,41.644612,-87.604498,2007-10-04,CULEX RESTUANS,0,1,77.0,55.0625,0.955,
4661,T099,41.733643,-87.55551,2007-08-01,CULEX PIPIENS,0,1,85.5625,67.4375,1.295,
4662,T099,41.733643,-87.55551,2007-08-01,CULEX PIPIENS/RESTUANS,0,4,85.5625,67.4375,1.295,
4663,T099,41.733643,-87.55551,2007-08-01,CULEX RESTUANS,0,1,85.5625,67.4375,1.295,
4664,T099,41.733643,-87.55551,2007-08-02,CULEX PIPIENS,0,4,86.4375,67.5625,1.29,
4665,T099,41.733643,-87.55551,2007-08-02,CULEX PIPIENS/RESTUANS,0,5,86.4375,67.5625,1.29,
4666,T099,41.733643,-87.55551,2007-08-07,CULEX PIPIENS,0,4,88.5625,70.0625,4.13,
4667,T099,41.733643,-87.55551,2007-08-07,CULEX PIPIENS/RESTUANS,0,1,88.5625,70.0625,4.13,
4668,T099,41.733643,-87.55551,2007-08-15,CULEX PIPIENS,0,2,84.8125,69.5,3.1,
4669,T099,41.733643,-87.55551,2007-08-15,CULEX PIPIENS/RESTUANS,0,4,84.8125,69.5,3.1,
4670,T099,41.733643,-87.55551,2007-08-22,CULEX PIPIENS,0,2,78.375,66.0,6.885,
4671,T099,41.733643,-87.55551,2007-08-22,CULEX PIPIENS/RESTUANS,0,3,78.375,66.0,6.885,
4672,T099,41.733643,-87.55551,2007-08-24,CULEX PIPIENS,0,3,79.75,66.125,10.575,
4673,T099,41.733643,-87.55551,2007-08-24,CULEX PIPIENS/RESTUANS,0,4,79.75,66.125,10.575,
4674,T099,41.733643,-87.55551,2007-09-05,CULEX PIPIENS/RESTUANS,0,1,83.6875,62.875,0.015,
4675,T099,41.733643,-87.55551,2007-09-19,CULEX PIPIENS,0,2,74.625,51.875,0.0,
4676,T099,41.733643,-87.55551,2007-09-19,CULEX PIPIENS/RESTUANS,0,2,74.625,51.875,0.0,
4677,T099,41.733643,-87.55551,2007-09-24,CULEX PIPIENS,0,1,83.1875,61.0625,0.0,
4678,T099,41.733643,-87.55551,2007-09-24,CULEX PIPIENS/RESTUANS,0,5,83.1875,61.0625,0.0,
4679,T099,41.733643,-87.55551,2011-07-11,CULEX PIPIENS/RESTUANS,0,3,88.0625,67.625,0.61,
4680,T099,41.733643,-87.55551,2011-07-15,CULEX PIPIENS/RESTUANS,0,6,85.8125,67.4375,0.555,
4681,T099,41.733643,-87.55551,2011-07-15,CULEX RESTUANS,0,14,85.8125,67.4375,0.555,
4682,T099,41.733643,-87.55551,2011-07-29,CULEX PIPIENS/RESTUANS,0,1,88.1875,71.625,11.29,
4683,T099,41.733643,-87.55551,2011-08-12,CULEX PIPIENS/RESTUANS,0,2,82.0,65.875,3.05,
4684,T099,41.733643,-87.55551,2011-08-19,CULEX PIPIENS/RESTUANS,0,1,82.375,63.3125,1.695,
4685,T099,41.733643,-87.55551,2011-08-26,CULEX PIPIENS/RESTUANS,0,3,82.25,64.4375,2.565,
4686,T099,41.733643,-87.55551,2011-09-16,CULEX PIPIENS,0,1,71.1875,54.5,0.225,
4687,T099,41.733643,-87.55551,2013-06-07,CULEX RESTUANS,0,1,70.4375,53.3125,1.78,
4688,T099,41.733643,-87.55551,2013-06-21,CULEX PIPIENS/RESTUANS,0,3,80.625,60.625,1.33,
4689,T099,41.733643,-87.55551,2013-06-28,CULEX RESTUANS,0,3,85.0625,67.5625,5.485,
4690,T099,41.733643,-87.55551,2013-07-08,CULEX PIPIENS/RESTUANS,0,2,80.375,63.75,1.44,
4691,T099,41.733643,-87.55551,2013-07-08,CULEX RESTUANS,0,2,80.375,63.75,1.44,
4692,T099,41.733643,-87.55551,2013-07-12,CULEX PIPIENS/RESTUANS,0,3,84.75,66.5625,1.355,
4693,T099,41.733643,-87.55551,2013-07-12,CULEX RESTUANS,0,5,84.75,66.5625,1.355,
4694,T099,41.733643,-87.55551,2013-07-19,CULEX PIPIENS/RESTUANS,0,5,90.375,71.4375,0.71,20.189818564
4695,T099,41.733643,-87.55551,2013-07-19,CULEX RESTUANS,0,2,90.375,71.4375,0.71,20.189818564
4696,T099,41.733643,-87.55551,2013-07-25,CULEX RESTUANS,0,4,86.25,68.3125,0.71,20.189818564
4697,T099,41.733643,-87.55551,2013-08-01,CULEX RESTUANS,0,6,74.5,59.0,1.135,20.189818564
4698,T099,41.733643,-87.55551,2013-08-08,CULEX PIPIENS/RESTUANS,0,2,81.125,64.125,1.195,20.189818564
4699,T099,41.733643,-87.55551,2013-08-08,CULEX RESTUANS,0,1,81.125,64.125,1.195,20.189818564
4700,T099,41.733643,-87.55551,2013-08-15,CULEX PIPIENS,0,3,78.125,62.0,0.95,3.81837587644
4701,T099,41.733643,-87.55551,2013-08-22,CULEX PIPIENS/RESTUANS,0,5,82.4375,61.875,0.65,3.81837587644
4702,T099,41.733643,-87.55551,2013-08-29,CULEX RESTUANS,0,3,86.6875,68.0625,0.59,3.81837587644
4703,T099,41.733643,-87.55551,2013-09-19,CULEX PIPIENS,0,2,72.9375,57.0,2.875,
4704,T099,41.733643,-87.55551,2013-09-19,CULEX PIPIENS/RESTUANS,0,1,72.9375,57.0,2.875,
4705,T099,41.733643,-87.55551,2013-09-26,CULEX PIPIENS/RESTUANS,0,5,73.4375,54.125,0.87,
4706,T100,41.717753,-87.531657,2007-08-01,CULEX PIPIENS,0,1,85.5625,67.4375,1.295,
4707,T100,41.717753,-87.531657,2007-08-01,CULEX PIPIENS/RESTUANS,0,9,85.5625,67.4375,1.295,
4708,T100,41.717753,-87.531657,2007-08-01,CULEX RESTUANS,0,3,85.5625,67.4375,1.295,
4709,T100,41.717753,-87.531657,2007-08-02,CULEX PIPIENS,0,4,86.4375,67.5625,1.29,
4710,T100,41.717753,-87.531657,2007-08-02,CULEX PIPIENS/RESTUANS,0,19,86.4375,67.5625,1.29,
4711,T100,41.717753,-87.531657,2007-08-07,CULEX PIPIENS,0,10,88.5625,70.0625,4.13,
4712,T100,41.717753,-87.531657,2007-08-07,CULEX PIPIENS/RESTUANS,0,13,88.5625,70.0625,4.13,
4713,T100,41.717753,-87.531657,2007-08-15,CULEX PIPIENS,0,34,84.8125,69.5,3.1,
4714,T100,41.717753,-87.531657,2007-08-15,CULEX PIPIENS/RESTUANS,0,32,84.8125,69.5,3.1,
4715,T100,41.717753,-87.531657,2007-08-22,CULEX PIPIENS,0,22,78.375,66.0,6.885,
4716,T100,41.717753,-87.531657,2007-08-22,CULEX PIPIENS/RESTUANS,0,18,78.375,66.0,6.885,
4717,T100,41.717753,-87.531657,2007-08-24,CULEX PIPIENS,0,16,79.75,66.125,10.575,
4718,T100,41.717753,-87.531657,2007-08-24,CULEX PIPIENS/RESTUANS,0,3,79.75,66.125,10.575,
4719,T100,41.717753,-87.531657,2007-09-05,CULEX PIPIENS,0,3,83.6875,62.875,0.015,
4720,T100,41.717753,-87.531657,2007-09-05,CULEX PIPIENS/RESTUANS,0,22,83.6875,62.875,0.015,
4721,T100,41.717753,-87.531657,2007-09-12,CULEX PIPIENS,0,1,78.25,61.625,1.745,
4722,T100,41.717753,-87.531657,2007-09-19,CULEX PIPIENS,0,7,74.625,51.875,0.0,
4723,T100,41.717753,-87.531657,2007-09-19,CULEX PIPIENS/RESTUANS,0,1,74.625,51.875,0.0,
4724,T100,41.717753,-87.531657,2007-09-24,CULEX PIPIENS,0,6,83.1875,61.0625,0.0,
4725,T100,41.717753,-87.531657,2007-09-24,CULEX PIPIENS/RESTUANS,0,1,83.1875,61.0625,0.0,
4726,T100,41.717753,-87.531657,2007-10-04,CULEX PIPIENS,0,12,77.0,55.0625,0.955,
4727,T100,41.717753,-87.531657,2007-10-04,CULEX PIPIENS/RESTUANS,0,2,77.0,55.0625,0.955,
4728,T102,41.750498,-87.605294,2007-08-01,CULEX PIPIENS,0,2,85.5625,67.4375,1.295,
4729,T102,41.750498,-87.605294,2007-08-01,CULEX PIPIENS/RESTUANS,0,13,85.5625,67.4375,1.295,
4730,T102,41.750498,-87.605294,2007-08-01,CULEX RESTUANS,0,3,85.5625,67.4375,1.295,
4731,T102,41.750498,-87.605294,2007-08-02,CULEX PIPIENS,0,7,86.4375,67.5625,1.29,
4732,T102,41.750498,-87.605294,2007-08-02,CULEX PIPIENS/RESTUANS,0,16,86.4375,67.5625,1.29,
4733,T102,41.750498,-87.605294,2007-08-02,CULEX RESTUANS,0,1,86.4375,67.5625,1.29,
4734,T102,41.750498,-87.605294,2007-08-07,CULEX PIPIENS,0,35,88.5625,70.0625,4.13,
4735,T102,41.750498,-87.605294,2007-08-07,CULEX PIPIENS/RESTUANS,0,25,88.5625,70.0625,4.13,
4736,T102,41.750498,-87.605294,2007-08-07,CULEX RESTUANS,0,1,88.5625,70.0625,4.13,
4737,T102,41.750498,-87.605294,2007-08-15,CULEX PIPIENS,0,18,84.8125,69.5,3.1,
4738,T102,41.750498,-87.605294,2007-08-15,CULEX PIPIENS/RESTUANS,0,15,84.8125,69.5,3.1,
4739,T102,41.750498,-87.605294,2007-08-22,CULEX PIPIENS,0,3,78.375,66.0,6.885,
4740,T102,41.750498,-87.605294,2007-08-22,CULEX PIPIENS/RESTUANS,0,9,78.375,66.0,6.885,
4741,T102,41.750498,-87.605294,2007-08-22,CULEX RESTUANS,0,1,78.375,66.0,6.885,
4742,T102,41.750498,-87.605294,2007-08-28,CULEX PIPIENS,0,8,83.75,66.4375,6.605,
4743,T102,41.750498,-87.605294,2007-08-28,CULEX PIPIENS/RESTUANS,0,12,83.75,66.4375,6.605,
4744,T102,41.750498,-87.605294,2007-09-05,CULEX PIPIENS,0,1,83.6875,62.875,0.015,
4745,T102,41.750498,-87.605294,2007-09-05,CULEX PIPIENS/RESTUANS,0,2,83.6875,62.875,0.015,
4746,T102,41.750498,-87.605294,2007-09-12,CULEX PIPIENS,0,1,78.25,61.625,1.745,
4747,T102,41.750498,-87.605294,2007-09-12,CULEX PIPIENS/RESTUANS,0,1,78.25,61.625,1.745,
4748,T102,41.750498,-87.605294,2007-09-19,CULEX PIPIENS/RESTUANS,0,1,74.625,51.875,0.0,
4749,T102,41.750498,-87.605294,2007-09-24,CULEX PIPIENS,0,6,83.1875,61.0625,0.0,
4750,T102,41.750498,-87.605294,2007-09-24,CULEX PIPIENS/RESTUANS,0,12,83.1875,61.0625,0.0,
4751,T102,41.750498,-87.605294,2007-10-04,CULEX PIPIENS,0,10,77.0,55.0625,0.955,
4752,T102,41.750498,-87.605294,2007-10-04,CULEX PIPIENS/RESTUANS,0,2,77.0,55.0625,0.955,
4753,T102,41.750498,-87.605294,2009-05-28,CULEX RESTUANS,0,1,72.6875,55.375,3.26,
4754,T102,41.750498,-87.605294,2009-06-02,CULEX RESTUANS,0,3,72.3125,52.125,4.6,
4755,T102,41.750498,-87.605294,2009-06-05,CULEX PIPIENS/RESTUANS,0,1,71.875,48.3125,1.465,
4756,T102,41.750498,-87.605294,2009-06-05,CULEX RESTUANS,0,1,71.875,48.3125,1.465,
4757,T102,41.750498,-87.605294,2009-06-12,CULEX PIPIENS/RESTUANS,0,4,70.9375,52.3125,2.04,
4758,T102,41.750498,-87.605294,2009-06-15,CULEX RESTUANS,0,2,71.8125,53.5625,2.61,
