,Trap,Latitude,Longitude,Date,WnvPresent,NumMosquitos,Species_CULEX ERRATICUS,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS,year,month,day,Tmax,Tmin,rain,Tmax_3,Tmax_20,Dew,Tmin_3,Tmin_20,Tavg,WetBulb,CodeSum,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
5085,T115,41.673408,-87.599862,2009-07-06,0,6,0,0,0,1,0,0,0,2009,7,6,74.5,59.625,0.255,78.75,81.1428571429,55.7272727273,59.75,64.1428571429,67.125,60.25,12513.75,29.14125,29.85,6.1125,29.375,7.3875
5086,T115,41.673408,-87.599862,2009-07-06,0,1,0,0,0,0,0,0,1,2009,7,6,74.5,59.625,0.255,78.75,81.1428571429,55.7272727273,59.75,64.1428571429,67.125,60.25,12513.75,29.14125,29.85,6.1125,29.375,7.3875
5087,T115,41.673408,-87.599862,2009-07-13,0,2,0,1,0,0,0,0,0,2009,7,13,79.375,60.5,0.395,82.0,80.2380952381,55.7272727273,61.25,62.8095238095,70.0,61.625,137637.5,29.2925,30.00625,5.3625,17.875,6.5125
5088,T115,41.673408,-87.599862,2009-07-13,0,248,0,0,1,0,0,0,0,2009,7,13,79.375,60.5,0.395,82.0,80.2380952381,55.7272727273,61.25,62.8095238095,70.0,61.625,137637.5,29.2925,30.00625,5.3625,17.875,6.5125
5089,T115,41.673408,-87.599862,2009-07-13,0,19,0,0,0,1,0,0,0,2009,7,13,79.375,60.5,0.395,82.0,80.2380952381,55.7272727273,61.25,62.8095238095,70.0,61.625,137637.5,29.2925,30.00625,5.3625,17.875,6.5125
5090,T115,41.673408,-87.599862,2009-07-17,0,3,0,0,1,0,0,0,0,2009,7,17,80.375,60.75,1.015,78.75,77.7142857143,55.1818181818,60.25,60.4761904762,70.75,61.625,1375012.5,29.27875,29.99625,6.7625,23.25,8.1125
5091,T115,41.673408,-87.599862,2009-07-27,0,4,0,1,0,0,0,0,0,2009,7,27,80.75,61.5,0.21,82.5,78.7142857143,56.5454545455,63.5,60.5238095238,71.375,63.375,138876.375,29.18,29.9025,6.3875,20.0,7.6125
5092,T115,41.673408,-87.599862,2009-07-27,0,93,0,0,1,0,0,0,0,2009,7,27,80.75,61.5,0.21,82.5,78.7142857143,56.5454545455,63.5,60.5238095238,71.375,63.375,138876.375,29.18,29.9025,6.3875,20.0,7.6125
5093,T115,41.673408,-87.599862,2009-07-27,0,19,0,0,0,1,0,0,0,2009,7,27,80.75,61.5,0.21,82.5,78.7142857143,56.5454545455,63.5,60.5238095238,71.375,63.375,138876.375,29.18,29.9025,6.3875,20.0,7.6125
5094,T115,41.673408,-87.599862,2009-07-31,0,3,0,1,0,0,0,0,0,2009,7,31,81.875,62.375,0.18,81.25,79.7619047619,57.6363636364,61.25,60.6666666667,72.375,63.25,1263875.0,29.11875,29.83125,7.25,26.875,8.4375
5095,T115,41.673408,-87.599862,2009-07-31,0,10,0,0,1,0,0,0,0,2009,7,31,81.875,62.375,0.18,81.25,79.7619047619,57.6363636364,61.25,60.6666666667,72.375,63.25,1263875.0,29.11875,29.83125,7.25,26.875,8.4375
5096,T115,41.673408,-87.599862,2009-07-31,0,5,0,0,0,1,0,0,0,2009,7,31,81.875,62.375,0.18,81.25,79.7619047619,57.6363636364,61.25,60.6666666667,72.375,63.25,1263875.0,29.11875,29.83125,7.25,26.875,8.4375
5097,T115,41.673408,-87.599862,2009-08-07,0,1,0,1,0,0,0,0,0,2009,8,7,79.75,61.875,0.405,80.0,79.5714285714,56.0909090909,63.0,61.3333333333,71.0,62.375,125125.125,29.24625,29.9625,6.3625,15.375,7.9875
5098,T115,41.673408,-87.599862,2009-08-07,0,3,0,0,1,0,0,0,0,2009,8,7,79.75,61.875,0.405,80.0,79.5714285714,56.0909090909,63.0,61.3333333333,71.0,62.375,125125.125,29.24625,29.9625,6.3625,15.375,7.9875
5099,T115,41.673408,-87.599862,2009-08-13,0,1,0,1,0,0,0,0,0,2009,8,13,84.0,65.125,0.53,84.0,82.2857142857,60.1818181818,63.0,63.4761904762,74.75,66.25,137500.0,29.31125,30.0225,6.45,13.875,8.075
5100,T115,41.673408,-87.599862,2009-08-13,0,2,0,0,1,0,0,0,0,2009,8,13,84.0,65.125,0.53,84.0,82.2857142857,60.1818181818,63.0,63.4761904762,74.75,66.25,137500.0,29.31125,30.0225,6.45,13.875,8.075
5101,T115,41.673408,-87.599862,2009-08-25,0,1,0,0,0,1,0,0,0,2009,8,25,77.625,59.125,0.58,76.0,81.9047619048,59.6363636364,56.5,63.0952380952,68.5,62.0,138750.0,29.22375,29.9375,7.05,17.25,8.7625
5102,T115,41.673408,-87.599862,2009-08-27,0,2,0,1,0,0,0,0,0,2009,8,27,74.375,59.0,2.11,75.5,80.9047619048,59.0909090909,59.0,63.1904761905,66.875,61.375,1375001.375,29.26875,29.98,7.1875,13.0,8.85
5103,T115,41.673408,-87.599862,2009-08-27,0,3,0,0,1,0,0,0,0,2009,8,27,74.375,59.0,2.11,75.5,80.9047619048,59.0909090909,59.0,63.1904761905,66.875,61.375,1375001.375,29.26875,29.98,7.1875,13.0,8.85
5104,T115,41.673408,-87.599862,2009-09-14,0,3,0,1,0,0,0,0,0,2009,9,14,79.625,60.375,0.0,80.75,75.2857142857,58.3636363636,58.75,57.2857142857,70.25,62.75,1263888.75,29.40375,26.36375,4.3625,8.5,5.0625
5105,T115,41.673408,-87.599862,2009-09-14,0,6,0,0,1,0,0,0,0,2009,9,14,79.625,60.375,0.0,80.75,75.2857142857,58.3636363636,58.75,57.2857142857,70.25,62.75,1263888.75,29.40375,26.36375,4.3625,8.5,5.0625
5106,T115,41.673408,-87.599862,2009-09-14,0,1,0,0,0,1,0,0,0,2009,9,14,79.625,60.375,0.0,80.75,75.2857142857,58.3636363636,58.75,57.2857142857,70.25,62.75,1263888.75,29.40375,26.36375,4.3625,8.5,5.0625
5107,T115,41.673408,-87.599862,2009-09-25,0,1,0,1,0,0,0,0,0,2009,9,25,73.875,58.0,0.915,74.0,76.5714285714,57.9090909091,61.25,58.8095238095,66.25,61.875,1263888.875,29.37625,30.09875,4.2125,13.5,6.0625
5108,T115,41.673408,-87.599862,2009-09-25,0,3,0,0,1,0,0,0,0,2009,9,25,73.875,58.0,0.915,74.0,76.5714285714,57.9090909091,61.25,58.8095238095,66.25,61.875,1263888.875,29.37625,30.09875,4.2125,13.5,6.0625
5109,T115,41.673408,-87.599862,2009-09-25,0,2,0,0,0,0,1,0,0,2009,9,25,73.875,58.0,0.915,74.0,76.5714285714,57.9090909091,61.25,58.8095238095,66.25,61.875,1263888.875,29.37625,30.09875,4.2125,13.5,6.0625
5110,T115,41.673408,-87.599862,2009-10-01,0,5,0,0,1,0,0,0,0,2009,10,1,66.125,51.75,1.14,60.75,72.619047619,53.1818181818,46.25,55.3333333333,59.125,54.25,1388875.125,29.19125,29.92,8.25,18.0,9.2625
5111,T115,41.673408,-87.599862,2011-06-10,0,2,0,0,1,0,0,0,0,2011,6,10,85.75,60.125,1.815,82.25,77.2380952381,58.0909090909,60.5,55.8095238095,73.25,65.125,125013.875,29.2325,29.95,7.5125,15.5,9.95
5112,T115,41.673408,-87.599862,2011-06-17,0,1,0,1,0,0,0,0,0,2011,6,17,72.25,54.75,1.39,77.75,78.5714285714,55.0909090909,57.75,57.6666666667,63.5,57.625,1387513.75,29.20625,29.92875,6.9,9.5,8.0375
5113,T115,41.673408,-87.599862,2011-06-17,0,7,0,0,1,0,0,0,0,2011,6,17,72.25,54.75,1.39,77.75,78.5714285714,55.0909090909,57.75,57.6666666667,63.5,57.625,1387513.75,29.20625,29.92875,6.9,9.5,8.0375
5114,T115,41.673408,-87.599862,2011-06-17,0,31,0,0,0,1,0,0,0,2011,6,17,72.25,54.75,1.39,77.75,78.5714285714,55.0909090909,57.75,57.6666666667,63.5,57.625,1387513.75,29.20625,29.92875,6.9,9.5,8.0375
5115,T115,41.673408,-87.599862,2011-06-24,0,43,0,0,1,0,0,0,0,2011,6,24,78.375,62.625,0.66,75.25,78.7142857143,60.8181818182,63.0,59.7142857143,70.75,65.5,1388.75,29.0075,29.71375,8.2,16.625,9.2625
5116,T115,41.673408,-87.599862,2011-06-24,0,33,0,0,0,1,0,0,0,2011,6,24,78.375,62.625,0.66,75.25,78.7142857143,60.8181818182,63.0,59.7142857143,70.75,65.5,1388.75,29.0075,29.71375,8.2,16.625,9.2625
5117,T115,41.673408,-87.599862,2011-06-30,0,93,0,0,1,0,0,0,0,2011,6,30,78.75,60.5,0.045,82.75,76.8571428571,59.6363636364,61.75,59.0952380952,69.75,62.25,1250125.0,29.17625,29.8825,7.125,18.75,8.625
5118,T115,41.673408,-87.599862,2011-06-30,0,46,0,0,0,1,0,0,0,2011,6,30,78.75,60.5,0.045,82.75,76.8571428571,59.6363636364,61.75,59.0952380952,69.75,62.25,1250125.0,29.17625,29.8825,7.125,18.75,8.625
5119,T115,41.673408,-87.599862,2011-06-30,0,1,0,0,0,0,1,0,0,2011,6,30,78.75,60.5,0.045,82.75,76.8571428571,59.6363636364,61.75,59.0952380952,69.75,62.25,1250125.0,29.17625,29.8825,7.125,18.75,8.625
5120,T115,41.673408,-87.599862,2011-07-11,0,94,0,0,1,0,0,0,0,2011,7,11,88.0,66.625,0.405,89.0,83.9523809524,60.5454545455,66.75,64.7142857143,77.625,66.875,1251.375,29.21,29.92,5.5,14.125,6.7875
5121,T115,41.673408,-87.599862,2011-07-11,0,29,0,0,0,1,0,0,0,2011,7,11,88.0,66.625,0.405,89.0,83.9523809524,60.5454545455,66.75,64.7142857143,77.625,66.875,1251.375,29.21,29.92,5.5,14.125,6.7875
5122,T115,41.673408,-87.599862,2011-07-15,0,304,0,0,1,0,0,0,0,2011,7,15,85.75,66.125,0.41,82.5,85.3333333333,59.8181818182,65.5,65.1904761905,76.375,66.75,13875.0,29.23125,29.93875,6.6375,11.75,7.925
5123,T115,41.673408,-87.599862,2011-07-15,0,3,0,0,0,1,0,0,0,2011,7,15,85.75,66.125,0.41,82.5,85.3333333333,59.8181818182,65.5,65.1904761905,76.375,66.75,13875.0,29.23125,29.93875,6.6375,11.75,7.925
5124,T115,41.673408,-87.599862,2011-07-15,0,1,0,0,0,0,1,0,0,2011,7,15,85.75,66.125,0.41,82.5,85.3333333333,59.8181818182,65.5,65.1904761905,76.375,66.75,13875.0,29.23125,29.93875,6.6375,11.75,7.925
5125,T115,41.673408,-87.599862,2011-07-25,0,1,0,1,0,0,0,0,0,2011,7,25,91.625,73.875,8.64,87.5,88.6666666667,68.7272727273,71.25,69.5714285714,83.0,74.625,1263888.75,29.18125,29.895,4.7125,22.125,7.9625
5126,T115,41.673408,-87.599862,2011-07-25,0,35,0,0,1,0,0,0,0,2011,7,25,91.625,73.875,8.64,87.5,88.6666666667,68.7272727273,71.25,69.5714285714,83.0,74.625,1263888.75,29.18125,29.895,4.7125,22.125,7.9625
5127,T115,41.673408,-87.599862,2011-07-25,0,16,0,0,0,1,0,0,0,2011,7,25,91.625,73.875,8.64,87.5,88.6666666667,68.7272727273,71.25,69.5714285714,83.0,74.625,1263888.75,29.18125,29.895,4.7125,22.125,7.9625
5128,T115,41.673408,-87.599862,2011-08-05,0,1,0,0,1,0,0,0,0,2011,8,5,88.0,70.5,1.135,86.5,89.5714285714,67.8181818182,71.0,71.7619047619,79.5,72.0,1250000.125,29.23375,29.94125,5.0375,12.75,5.975
5129,T115,41.673408,-87.599862,2011-08-12,0,4,0,1,0,0,0,0,0,2011,8,12,81.625,64.875,1.565,79.75,85.5238095238,64.3636363636,60.5,68.619047619,73.375,66.875,1388875.0,29.115,29.8275,5.4375,17.875,6.675
5130,T115,41.673408,-87.599862,2011-08-12,0,16,0,0,1,0,0,0,0,2011,8,12,81.625,64.875,1.565,79.75,85.5238095238,64.3636363636,60.5,68.619047619,73.375,66.875,1388875.0,29.115,29.8275,5.4375,17.875,6.675
5131,T115,41.673408,-87.599862,2011-08-12,1,39,0,0,1,0,0,0,0,2011,8,12,81.625,64.875,1.565,79.75,85.5238095238,64.3636363636,60.5,68.619047619,73.375,66.875,1388875.0,29.115,29.8275,5.4375,17.875,6.675
5132,T115,41.673408,-87.599862,2011-08-12,0,6,0,0,0,1,0,0,0,2011,8,12,81.625,64.875,1.565,79.75,85.5238095238,64.3636363636,60.5,68.619047619,73.375,66.875,1388875.0,29.115,29.8275,5.4375,17.875,6.675
5133,T115,41.673408,-87.599862,2011-08-19,0,1,0,1,0,0,0,0,0,2011,8,19,82.5,61.875,0.755,84.75,84.1428571429,59.1818181818,63.5,65.619047619,72.625,65.0,137500.0,29.24125,29.95375,4.85,17.75,6.5125
5134,T115,41.673408,-87.599862,2011-08-19,0,2,0,0,1,0,0,0,0,2011,8,19,82.5,61.875,0.755,84.75,84.1428571429,59.1818181818,63.5,65.619047619,72.625,65.0,137500.0,29.24125,29.95375,4.85,17.75,6.5125
5135,T115,41.673408,-87.599862,2011-08-19,0,3,0,0,0,1,0,0,0,2011,8,19,82.5,61.875,0.755,84.75,84.1428571429,59.1818181818,63.5,65.619047619,72.625,65.0,137500.0,29.24125,29.95375,4.85,17.75,6.5125
5136,T115,41.673408,-87.599862,2011-08-26,0,5,0,0,1,0,0,0,0,2011,8,26,82.5,63.375,1.765,82.75,82.0,61.1818181818,63.5,63.2380952381,73.25,65.75,137637.5,29.19625,29.91125,4.6875,25.25,6.5375
5137,T115,41.673408,-87.599862,2011-09-02,0,6,0,1,0,0,0,0,0,2011,9,2,83.5,64.5,0.045,87.0,82.7142857143,61.8181818182,68.25,63.5714285714,74.125,66.375,137.625,29.2425,29.95375,4.9125,13.375,6.475
5138,T115,41.673408,-87.599862,2011-09-02,0,27,0,0,1,0,0,0,0,2011,9,2,83.5,64.5,0.045,87.0,82.7142857143,61.8181818182,68.25,63.5714285714,74.125,66.375,137.625,29.2425,29.95375,4.9125,13.375,6.475
5139,T115,41.673408,-87.599862,2011-09-02,0,4,0,0,0,1,0,0,0,2011,9,2,83.5,64.5,0.045,87.0,82.7142857143,61.8181818182,68.25,63.5714285714,74.125,66.375,137.625,29.2425,29.95375,4.9125,13.375,6.475
5140,T115,41.673408,-87.599862,2011-09-16,0,1,0,1,0,0,0,0,0,2011,9,16,70.875,53.5,0.1,62.0,75.7142857143,50.4545454545,47.75,58.2857142857,62.375,56.375,1387637.5,29.345,30.06375,5.5875,17.75,6.95
5141,T115,41.673408,-87.599862,2011-09-16,0,9,0,0,1,0,0,0,0,2011,9,16,70.875,53.5,0.1,62.0,75.7142857143,50.4545454545,47.75,58.2857142857,62.375,56.375,1387637.5,29.345,30.06375,5.5875,17.75,6.95
5142,T115,41.673408,-87.599862,2011-09-23,0,5,0,0,1,0,0,0,0,2011,9,23,66.375,51.125,0.675,67.75,70.380952381,47.6363636364,51.0,53.8095238095,59.0,53.875,13887.5,29.36,26.345,6.2625,21.125,7.4625
5143,T115,41.673408,-87.599862,2011-09-23,0,1,0,0,0,1,0,0,0,2011,9,23,66.375,51.125,0.675,67.75,70.380952381,47.6363636364,51.0,53.8095238095,59.0,53.875,13887.5,29.36,26.345,6.2625,21.125,7.4625
5144,T115,41.673408,-87.599862,2011-09-30,0,1,0,0,1,0,0,0,0,2011,9,30,62.125,50.5,2.66,62.25,66.8095238095,49.6363636364,50.25,51.7619047619,56.625,52.25,138888.875,29.12625,29.84625,7.4375,21.375,9.5375
5145,T115,41.673408,-87.599862,2013-06-07,0,1,0,0,0,1,0,0,0,2013,6,7,70.125,52.625,1.035,69.25,71.9523809524,54.8181818182,52.0,53.5238095238,61.625,55.375,1387513.75,29.2025,29.92625,7.6,9.625,8.675
5146,T115,41.673408,-87.599862,2013-06-14,0,21,0,0,1,0,0,0,0,2013,6,14,77.25,56.625,1.03,80.0,73.380952381,52.8181818182,59.25,54.619047619,67.25,60.125,13888.75,29.1725,29.88875,5.9375,8.875,7.6375
5147,T115,41.673408,-87.599862,2013-06-14,0,44,0,0,0,1,0,0,0,2013,6,14,77.25,56.625,1.03,80.0,73.380952381,52.8181818182,59.25,54.619047619,67.25,60.125,13888.75,29.1725,29.88875,5.9375,8.875,7.6375
5148,T115,41.673408,-87.599862,2013-06-21,0,7,0,0,1,0,0,0,0,2013,6,21,80.75,59.375,0.99,78.5,76.2857142857,57.3636363636,58.25,56.0476190476,70.25,61.875,125125.125,29.28875,30.0025,6.775,15.625,8.35
5149,T115,41.673408,-87.599862,2013-06-21,0,4,0,0,0,1,0,0,0,2013,6,21,80.75,59.375,0.99,78.5,76.2857142857,57.3636363636,58.25,56.0476190476,70.25,61.875,125125.125,29.28875,30.0025,6.775,15.625,8.35
5150,T115,41.673408,-87.599862,2013-06-28,0,53,0,0,1,0,0,0,0,2013,6,28,84.5,66.5,4.285,84.5,81.5238095238,62.4545454545,66.0,61.1428571429,75.625,69.0,1388888.875,29.15625,29.86875,6.8125,22.375,8.975
5151,T115,41.673408,-87.599862,2013-06-28,0,4,0,0,0,1,0,0,0,2013,6,28,84.5,66.5,4.285,84.5,81.5238095238,62.4545454545,66.0,61.1428571429,75.625,69.0,1388888.875,29.15625,29.86875,6.8125,22.375,8.975
5152,T115,41.673408,-87.599862,2013-07-08,0,22,0,0,1,0,0,0,0,2013,7,8,80.125,62.375,0.525,85.75,80.8571428571,60.0,66.25,62.9523809524,71.375,65.0,13750.125,29.3025,30.0175,6.55,13.75,7.3
5153,T115,41.673408,-87.599862,2013-07-08,0,3,0,0,0,1,0,0,0,2013,7,8,80.125,62.375,0.525,85.75,80.8571428571,60.0,66.25,62.9523809524,71.375,65.0,13750.125,29.3025,30.0175,6.55,13.75,7.3
5154,T115,41.673408,-87.599862,2013-07-12,0,106,0,0,1,0,0,0,0,2013,7,12,84.625,65.75,0.505,83.5,81.8095238095,62.0909090909,65.25,64.2857142857,75.375,68.375,1375.0,29.28125,29.99125,5.7,18.75,6.5375
5155,T115,41.673408,-87.599862,2013-07-12,0,157,0,0,0,1,0,0,0,2013,7,12,84.625,65.75,0.505,83.5,81.8095238095,62.0909090909,65.25,64.2857142857,75.375,68.375,1375.0,29.28125,29.99125,5.7,18.75,6.5375
5156,T115,41.673408,-87.599862,2013-07-19,0,37,0,0,1,0,0,0,0,2013,7,19,90.125,70.0,0.675,94.25,83.9047619048,66.1818181818,74.25,66.0952380952,80.25,71.625,0.125,29.405,30.1225,6.925,16.5,7.6
5157,T115,41.673408,-87.599862,2013-07-19,0,89,0,0,0,1,0,0,0,2013,7,19,90.125,70.0,0.675,94.25,83.9047619048,66.1818181818,74.25,66.0952380952,80.25,71.625,0.125,29.405,30.1225,6.925,16.5,7.6
5158,T115,41.673408,-87.599862,2013-07-25,0,16,0,0,1,0,0,0,0,2013,7,25,85.75,67.25,0.69,79.5,86.1904761905,65.1818181818,62.75,67.5238095238,76.625,67.875,125125.0,29.2025,29.9125,6.7125,13.875,8.4875
5159,T115,41.673408,-87.599862,2013-07-25,0,77,0,0,0,1,0,0,0,2013,7,25,85.75,67.25,0.69,79.5,86.1904761905,65.1818181818,62.75,67.5238095238,76.625,67.875,125125.0,29.2025,29.9125,6.7125,13.875,8.4875
5160,T115,41.673408,-87.599862,2013-08-01,0,7,0,1,0,0,0,0,0,2013,8,1,73.875,58.125,0.935,76.5,82.1904761905,57.0909090909,59.25,64.6666666667,66.25,60.375,126263.75,29.27875,30.0,5.675,22.75,7.15
5161,T115,41.673408,-87.599862,2013-08-01,0,37,0,0,1,0,0,0,0,2013,8,1,73.875,58.125,0.935,76.5,82.1904761905,57.0909090909,59.25,64.6666666667,66.25,60.375,126263.75,29.27875,30.0,5.675,22.75,7.15
5162,T115,41.673408,-87.599862,2013-08-08,0,4,0,1,0,0,0,0,0,2013,8,8,80.75,63.0,0.75,81.25,79.3333333333,60.0,64.25,62.4761904762,72.125,64.625,126375.0,29.23625,29.955,6.3,17.75,8.175
5163,T115,41.673408,-87.599862,2013-08-08,0,26,0,0,1,0,0,0,0,2013,8,8,80.75,63.0,0.75,81.25,79.3333333333,60.0,64.25,62.4761904762,72.125,64.625,126375.0,29.23625,29.955,6.3,17.75,8.175
5164,T115,41.673408,-87.599862,2013-08-08,1,50,0,0,1,0,0,0,0,2013,8,8,80.75,63.0,0.75,81.25,79.3333333333,60.0,64.25,62.4761904762,72.125,64.625,126375.0,29.23625,29.955,6.3,17.75,8.175
5165,T115,41.673408,-87.599862,2013-08-08,0,16,0,0,0,1,0,0,0,2013,8,8,80.75,63.0,0.75,81.25,79.3333333333,60.0,64.25,62.4761904762,72.125,64.625,126375.0,29.23625,29.955,6.3,17.75,8.175
5166,T115,41.673408,-87.599862,2013-08-15,0,5,0,1,0,0,0,0,0,2013,8,15,77.625,60.5,0.285,74.75,77.0476190476,59.0,59.0,60.4761904762,69.375,45.875,1375.0,25.66375,30.05,5.1125,15.25,6.65
5167,T115,41.673408,-87.599862,2013-08-22,0,8,0,1,0,0,0,0,0,2013,8,22,82.5,60.625,0.24,85.25,80.619047619,58.0909090909,64.75,61.5238095238,71.625,64.375,1.375,29.3825,30.10125,4.9125,17.125,6.325
5168,T115,41.673408,-87.599862,2013-08-22,0,32,0,0,1,0,0,0,0,2013,8,22,82.5,60.625,0.24,85.25,80.619047619,58.0909090909,64.75,61.5238095238,71.625,64.375,1.375,29.3825,30.10125,4.9125,17.125,6.325
5169,T115,41.673408,-87.599862,2013-08-22,0,4,0,0,0,1,0,0,0,2013,8,22,82.5,60.625,0.24,85.25,80.619047619,58.0909090909,64.75,61.5238095238,71.625,64.375,1.375,29.3825,30.10125,4.9125,17.125,6.325
5170,T115,41.673408,-87.599862,2013-08-29,0,4,0,1,0,0,0,0,0,2013,8,29,86.875,67.375,0.23,90.0,83.0952380952,63.7272727273,71.0,62.8571428571,77.25,69.125,1375000.125,29.35125,30.06125,6.7,16.125,8.1125
5171,T115,41.673408,-87.599862,2013-08-29,0,31,0,0,1,0,0,0,0,2013,8,29,86.875,67.375,0.23,90.0,83.0952380952,63.7272727273,71.0,62.8571428571,77.25,69.125,1375000.125,29.35125,30.06125,6.7,16.125,8.1125
5172,T115,41.673408,-87.599862,2013-09-06,0,22,0,0,1,0,0,0,0,2013,9,6,82.375,61.875,0.575,80.25,84.7142857143,62.6363636364,58.0,63.8571428571,72.5,65.125,1387500.0,29.25625,29.96875,5.8375,17.875,7.2375
5173,T115,41.673408,-87.599862,2013-09-12,0,36,0,1,0,0,0,0,0,2013,9,12,85.875,66.75,0.025,90.5,85.8571428571,61.0,70.5,65.9047619048,76.5,67.625,0.125,29.2875,30.0,7.775,20.125,9.1875
5174,T115,41.673408,-87.599862,2013-09-12,0,50,0,0,1,0,0,0,0,2013,9,12,85.875,66.75,0.025,90.5,85.8571428571,61.0,70.5,65.9047619048,76.5,67.625,0.125,29.2875,30.0,7.775,20.125,9.1875
5175,T115,41.673408,-87.599862,2013-09-12,1,136,0,0,1,0,0,0,0,2013,9,12,85.875,66.75,0.025,90.5,85.8571428571,61.0,70.5,65.9047619048,76.5,67.625,0.125,29.2875,30.0,7.775,20.125,9.1875
5176,T115,41.673408,-87.599862,2013-09-19,0,8,0,1,0,0,0,0,0,2013,9,19,72.875,55.75,2.045,75.0,80.3333333333,56.8181818182,57.25,61.7619047619,64.625,58.125,1251250.125,29.35875,30.085,7.15,13.625,8.775
5177,T115,41.673408,-87.599862,2013-09-19,0,10,0,0,1,0,0,0,0,2013,9,19,72.875,55.75,2.045,75.0,80.3333333333,56.8181818182,57.25,61.7619047619,64.625,58.125,1251250.125,29.35875,30.085,7.15,13.625,8.775
5178,T115,41.673408,-87.599862,2013-09-26,0,2,0,1,0,0,0,0,0,2013,9,26,72.0,53.0,0.845,70.5,76.4761904762,52.9090909091,49.0,57.8095238095,62.875,57.375,1250000.125,29.2325,29.95,6.7375,14.0,7.8875
5179,T115,41.673408,-87.599862,2013-09-26,0,5,0,0,1,0,0,0,0,2013,9,26,72.0,53.0,0.845,70.5,76.4761904762,52.9090909091,49.0,57.8095238095,62.875,57.375,1250000.125,29.2325,29.95,6.7375,14.0,7.8875
5180,T128,41.704572,-87.565666,2007-07-25,0,55,0,1,0,0,0,0,0,2007,7,25,81.0,62.75,1.715,82.75,83.619047619,58.5454545455,63.5,64.380952381,72.125,63.625,1375000.0,29.3425,30.05625,5.625,12.625,7.2
5181,T128,41.704572,-87.565666,2007-07-25,0,83,0,0,1,0,0,0,0,2007,7,25,81.0,62.75,1.715,82.75,83.619047619,58.5454545455,63.5,64.380952381,72.125,63.625,1375000.0,29.3425,30.05625,5.625,12.625,7.2
5182,T128,41.704572,-87.565666,2007-07-25,0,11,0,0,0,1,0,0,0,2007,7,25,81.0,62.75,1.715,82.75,83.619047619,58.5454545455,63.5,64.380952381,72.125,63.625,1375000.0,29.3425,30.05625,5.625,12.625,7.2
5183,T128,41.704572,-87.565666,2007-07-25,0,2,0,0,0,0,1,0,0,2007,7,25,81.0,62.75,1.715,82.75,83.619047619,58.5454545455,63.5,64.380952381,72.125,63.625,1375000.0,29.3425,30.05625,5.625,12.625,7.2
5184,T128,41.704572,-87.565666,2007-08-01,0,36,0,1,0,0,0,0,0,2007,8,1,86.0,66.875,0.365,89.25,82.8571428571,60.1818181818,65.5,63.7619047619,76.75,67.25,138750.125,29.25625,29.96625,5.175,9.625,6.6375
5185,T128,41.704572,-87.565666,2007-08-01,0,69,0,0,1,0,0,0,0,2007,8,1,86.0,66.875,0.365,89.25,82.8571428571,60.1818181818,65.5,63.7619047619,76.75,67.25,138750.125,29.25625,29.96625,5.175,9.625,6.6375
5186,T128,41.704572,-87.565666,2007-08-01,0,12,0,0,0,1,0,0,0,2007,8,1,86.0,66.875,0.365,89.25,82.8571428571,60.1818181818,65.5,63.7619047619,76.75,67.25,138750.125,29.25625,29.96625,5.175,9.625,6.6375
5187,T128,41.704572,-87.565666,2007-08-01,0,1,0,0,0,0,1,0,0,2007,8,1,86.0,66.875,0.365,89.25,82.8571428571,60.1818181818,65.5,63.7619047619,76.75,67.25,138750.125,29.25625,29.96625,5.175,9.625,6.6375
5188,T128,41.704572,-87.565666,2007-08-02,0,33,0,1,0,0,0,0,0,2007,8,2,86.75,66.75,0.36,90.75,83.380952381,61.1818181818,67.25,64.1904761905,77.125,67.75,1387501.375,29.2525,29.9625,5.1375,9.75,6.55
5189,T128,41.704572,-87.565666,2007-08-02,0,46,0,0,1,0,0,0,0,2007,8,2,86.75,66.75,0.36,90.75,83.380952381,61.1818181818,67.25,64.1904761905,77.125,67.75,1387501.375,29.2525,29.9625,5.1375,9.75,6.55
5190,T128,41.704572,-87.565666,2007-08-08,0,305,0,1,0,0,0,0,0,2007,8,8,88.5,69.75,3.09,88.5,84.8571428571,63.8181818182,71.5,66.0,79.5,70.75,1376388.875,29.19625,29.90625,4.2,13.125,6.525
5191,T128,41.704572,-87.565666,2007-08-08,0,49,0,0,1,0,0,0,0,2007,8,8,88.5,69.75,3.09,88.5,84.8571428571,63.8181818182,71.5,66.0,79.5,70.75,1376388.875,29.19625,29.90625,4.2,13.125,6.525
5192,T128,41.704572,-87.565666,2007-08-08,1,31,0,0,1,0,0,0,0,2007,8,8,88.5,69.75,3.09,88.5,84.8571428571,63.8181818182,71.5,66.0,79.5,70.75,1376388.875,29.19625,29.90625,4.2,13.125,6.525
5193,T128,41.704572,-87.565666,2007-08-08,0,16,0,0,0,1,0,0,0,2007,8,8,88.5,69.75,3.09,88.5,84.8571428571,63.8181818182,71.5,66.0,79.5,70.75,1376388.875,29.19625,29.90625,4.2,13.125,6.525
